user_id,item_id,rank,score,item_name,item_category,brand,price
390120,6035084,4,0.4837846672796762,方太侧吸油烟机 CXW-358-8230,家用电器,方太,4089.03
390120,4893768,5,0.4281197084507492,森马商务衬衫 红色 M码,服装鞋帽,森马,160.67
406024,9772295,1,0.742863427298376,兰蔻眼霜 15ml,美妆护肤,兰蔻,1833.71
406024,976821,2,0.6317659297793989,格力洗衣机XQG100-BD14086,家用电器,格力,5765.1
406024,8455672,3,0.5962016081021517,雅诗兰黛DW粉底液 象牙白 30ml,美妆护肤,雅诗兰黛,393.31
406024,7088888,4,0.4920654138072602,顾家餐桌 1.4m 原木色,家居用品,顾家,3672.27
406024,4073737,5,0.47791832023901015,VIVOX100 Pro 128GB 蓝色,电子产品,VIVO,6329.2
435112,8005001,1,0.8113950306843336,耐克运动鞋 Air Max 270 白色 42码,服装鞋帽,耐克,774.31
435112,2889495,2,0.8097129405206591,华硕灵耀14 i5/16GB/512GB,电子产品,华硕,7916.2
435112,7594339,3,0.6368575091937875,西门子洗碗机SJ236I00JC,家用电器,西门子,1103.42
435112,7780646,4,0.5864284319801115,兰蔻精华液 30ml,美妆护肤,兰蔻,2632.79
435112,7741678,5,0.5658162865941666,百事可乐 330ml*24罐,食品饮料,统一,36.5
554987,9435421,1,0.6048372934126669,康师傅绿茶 500ml*12瓶,食品饮料,康师傅,53.31
554987,7646024,2,0.5945804487950597,ZARA商务衬衫 白色 M码,服装鞋帽,ZARA,314.05
554987,5382909,3,0.550073545554879,顾家家居实木书桌 1.6m 棕色,家居用品,顾家,1790.83
554987,5769243,4,0.46084855443315986,美的空调KFR-35GW/N8HE1,家用电器,美的,3566.12
554987,9028628,5,0.44485434072805624,可口可乐芬达 330ml*24罐,食品饮料,可口可乐,76.63
580547,8359777,1,0.7617768995320354,安踏运动袜 3双装 黄色 XL码,服装鞋帽,安踏,97.74
580547,9109970,2,0.6215902842776807,森马T恤 圆领款 黑色 S码,服装鞋帽,森马,65.5
580547,7755662,3,0.6116829488956352,雅诗兰黛红石榴面霜 50ml,美妆护肤,雅诗兰黛,972.88
580547,7646024,4,0.6062839848420846,ZARA商务衬衫 白色 M码,服装鞋帽,ZARA,314.05
580547,1455106,5,0.5397066196861208,宜家办公椅 白色,家居用品,宜家,4253.85
823846,5880233,1,0.792394119173692,GAP外套 牛仔夹克 棕色 M码,服装鞋帽,GAP,678.31
823846,2705829,2,0.6626337537427999,华为P60 256GB 白色,电子产品,华为,2617.46
823846,1297632,3,0.6426535604431546,顾家茶几 60cm 灰色,家居用品,顾家,1642.62
823846,4964744,4,0.6154084650228819,戴尔游匣G15 i7/16GB/1TB,电子产品,戴尔,7884.27
823846,7423681,5,0.5939973718023971,全友餐桌 1.2m 灰色,家居用品,全友,2649.18
273580,2654249,1,0.7738366543295732,老板集成灶S2系列,家用电器,老板,3723.78
273580,8021403,2,0.6859157552859789,迪奥精华液 30ml,美妆护肤,迪奥,411.26
273580,8821418,3,0.6779130830142384,资生堂红腰子精华 50ml,美妆护肤,资生堂,870.74
273580,9338792,4,0.5797492159258308,优衣库T恤 圆领纯棉 黑色 M码,服装鞋帽,优衣库,227.12
273580,2451693,5,0.5393468863368983,海尔冰箱BCD-535WDPC,家用电器,海尔,6767.84
793169,4131957,1,0.5707405718660132,资生堂防晒霜 50g,美妆护肤,资生堂,267.94
793169,2392644,2,0.5440095312903441,优衣库衬衫 牛津纺 蓝色 L码,服装鞋帽,优衣库,226.09
793169,8359777,3,0.4385987669912283,安踏运动袜 3双装 黄色 XL码,服装鞋帽,安踏,97.74
793169,4083974,4,0.42635849321146524,小米Pad 6 Pro 8GB/256GB,电子产品,小米,5115.64
793169,2565212,5,0.42520708257003226,ZARA修身牛仔裤 绿色 L码,服装鞋帽,ZARA,203.03
621433,1280459,1,0.6351350712405914,荣耀Magic6 Pro Max 512GB 黑色,电子产品,荣耀,6118.18
621433,5877518,2,0.6284627660960554,安踏跑步鞋 C202 5代 黑色 42码,服装鞋帽,安踏,323.43
621433,6304127,3,0.6194225827339344,太平鸟休闲外套 棕色 M码,服装鞋帽,太平鸟,598.62
621433,4378399,4,0.6081280284493161,全友鞋柜 80cm 棕色,家居用品,全友,3179.19
621433,3609082,5,0.5744833487241693,三星Galaxy Z Flip5 256GB,电子产品,三星,7568.58
920934,1458656,1,0.8109920699106018,三星Galaxy S24 Ultra 1TB 黑色,电子产品,三星,14990.7
920934,3156543,2,0.8099141206087295,OPPOFind X7 512GB 白色,电子产品,OPPO,2766.11
920934,9302407,3,0.6123591694035827,ZARA碎花连衣裙 黄色 L码,服装鞋帽,ZARA,158.71
920934,9109970,4,0.5966129069183755,森马T恤 圆领款 黑色 S码,服装鞋帽,森马,65.5
920934,1455106,5,0.5934755859146175,宜家办公椅 白色,家居用品,宜家,4253.85
723266,2734479,1,0.6400817765965796,格力微波炉P70-20L,家用电器,格力,1624.95
723266,7423681,2,0.625597706549962,全友餐桌 1.2m 灰色,家居用品,全友,2649.18
723266,4603543,3,0.6052899699575872,康师傅鲜虾鱼板面 100g*5袋,食品饮料,康师傅,26.95
723266,8021403,4,0.4651649038613563,迪奥精华液 30ml,美妆护肤,迪奥,411.26
723266,4243294,5,0.4343752449668529,康师傅冰红茶 500ml*12瓶,食品饮料,康师傅,75.45
923927,4378399,1,0.7165572884935109,全友鞋柜 80cm 棕色,家居用品,全友,3179.19
923927,9302407,2,0.5876932826069386,ZARA碎花连衣裙 黄色 L码,服装鞋帽,ZARA,158.71
923927,6304127,3,0.5871592908990246,太平鸟休闲外套 棕色 M码,服装鞋帽,太平鸟,598.62
923927,6448942,4,0.5171536734753756,伊利QQ星 125ml*20盒,食品饮料,伊利,26.02
923927,3928639,5,0.44968834287475906,H&M女士连衣裙 白色 M码,服装鞋帽,H&M,335.8
498290,2460387,1,0.7808846610654747,戴尔XPS17 i9/32GB/2TB,电子产品,戴尔,12166.08
498290,1455106,2,0.663007497462186,宜家办公椅 白色,家居用品,宜家,4253.85
498290,4764666,3,0.586715920619492,百事纯水乐 550ml*24瓶,食品饮料,蒙牛,71.15
498290,5880233,4,0.5803537674130963,GAP外套 牛仔夹克 棕色 M码,服装鞋帽,GAP,678.31
498290,3744636,5,0.5501782126224088,华为MatePad Pro 12.6寸 i5/8GB/256GB,电子产品,华为,4415.07
995916,213997,1,0.5653702808352253,VIVOX100 256GB 蓝色,电子产品,VIVO,6667.81
995916,5667640,2,0.4552820154120238,李宁篮球鞋 音速11 白色 43码,服装鞋帽,李宁,567.92
995916,3197527,3,0.4418417794078882,可口可乐雪碧 330ml*24罐,食品饮料,可口可乐,56.19
995916,6998086,4,0.4134008450364397,资生堂悦薇面霜 50ml,美妆护肤,资生堂,1319.95
995916,2288023,5,0.40861366662347415,森马休闲外套 棕色 XL码,服装鞋帽,森马,605.03
812711,4912883,1,0.6630475996663491,迪奥香水 花香调 50ml,美妆护肤,迪奥,577.74
812711,7741678,2,0.5567482796036802,百事可乐 330ml*24罐,食品饮料,统一,36.5
812711,7656052,3,0.46998296529380745,苹果iPhone 15 Pro Max 1TB 黑色,电子产品,苹果,6002.66
812711,6448942,4,0.45994232841172555,伊利QQ星 125ml*20盒,食品饮料,伊利,26.02
812711,8771005,5,0.44443447273465153,ZARA基础款T恤 灰色 S码,服装鞋帽,ZARA,79.73
710805,8703665,1,0.9612225597446916,全友家居推拉门衣柜 2m 米色,家居用品,全友,5195.16
710805,4764854,2,0.8367891876041789,雅诗兰黛小棕瓶精华 50ml,美妆护肤,雅诗兰黛,2753.62
710805,3197527,3,0.7949300640954287,可口可乐雪碧 330ml*24罐,食品饮料,可口可乐,56.19
710805,319015,4,0.7778744606864235,顾家储物床 1.5m 棕色,家居用品,顾家,2745.01
710805,1697102,5,0.7116709075552402,安踏运动外套 防风系列 蓝色 XL码,服装鞋帽,安踏,557.15
176577,5877929,1,0.7280170457931296,西门子烤箱HB653GBS1W,家用电器,西门子,1029.17
176577,8359777,2,0.7027966373976025,安踏运动袜 3双装 黄色 XL码,服装鞋帽,安踏,97.74
176577,1660574,3,0.5880921052014547,耐克运动袜 3双装 红色 XL码,服装鞋帽,耐克,399.74
176577,3753127,4,0.5048971399105544,李宁跑步鞋 赤兔6 黑色 42码,服装鞋帽,李宁,426.81
176577,4083974,5,0.4009391208895313,小米Pad 6 Pro 8GB/256GB,电子产品,小米,5115.64
378535,4605552,1,0.6952297733175068,海尔空调KFR-72LW/08LCA81U1,家用电器,海尔,6158.56
378535,6448942,2,0.6327691702129127,伊利QQ星 125ml*20盒,食品饮料,伊利,26.02
378535,5247402,3,0.5981814253545671,阿迪达斯运动T恤 Climalite 白色 M码,服装鞋帽,阿迪达斯,160.91
378535,3739556,4,0.5936259401187585,李宁运动鞋 超轻20 红色 40码,服装鞋帽,李宁,570.87
378535,4083974,5,0.5708810343485042,小米Pad 6 Pro 8GB/256GB,电子产品,小米,5115.64
325772,3156543,1,0.6302965695796371,OPPOFind X7 512GB 白色,电子产品,OPPO,2766.11
325772,7428837,2,0.5958139926551371,欧派岩板餐桌 1.4m 棕色,家居用品,欧派,2592.1
325772,2889495,3,0.49458557279244636,华硕灵耀14 i5/16GB/512GB,电子产品,华硕,7916.2
325772,4131957,4,0.4136930865028851,资生堂防晒霜 50g,美妆护肤,资生堂,267.94
325772,8771005,5,0.41208196564887717,ZARA基础款T恤 灰色 S码,服装鞋帽,ZARA,79.73
829417,4658925,1,0.5785987536974189,方太消毒柜ZTD100F-WH,家用电器,方太,803.22
829417,3160812,2,0.5588723089610326,OPPOFind X7 Ultra 1TB 黑色,电子产品,OPPO,6411.91
829417,1455106,3,0.5516959033259905,宜家办公椅 白色,家居用品,宜家,4253.85
829417,7755662,4,0.533344936907429,雅诗兰黛红石榴面霜 50ml,美妆护肤,雅诗兰黛,972.88
829417,6910038,5,0.5323796100882753,阿迪达斯运动鞋 Ultraboost 22 蓝色 41码,服装鞋帽,阿迪达斯,695.67
725113,3753127,1,0.9073393286187688,李宁跑步鞋 赤兔6 黑色 42码,服装鞋帽,李宁,426.81
725113,213997,2,0.6116606066413044,VIVOX100 256GB 蓝色,电子产品,VIVO,6667.81
725113,7149676,3,0.5920631624970075,优衣库外套 轻型羽绒 灰色 XXL码,服装鞋帽,优衣库,716.77
725113,4964744,4,0.5692016852523387,戴尔游匣G15 i7/16GB/1TB,电子产品,戴尔,7884.27
725113,9879328,5,0.5563588935435761,宜家马尔姆床 1.5m 白色,家居用品,宜家,1948.33
566732,5277473,1,0.6443288004247646,康师傅红烧牛肉面 100g*5袋,食品饮料,康师傅,14.29
566732,4083974,2,0.6435747984902641,小米Pad 6 Pro 8GB/256GB,电子产品,小米,5115.64
566732,9879328,3,0.6042491279408153,宜家马尔姆床 1.5m 白色,家居用品,宜家,1948.33
566732,4378399,4,0.5921023953329226,全友鞋柜 80cm 棕色,家居用品,全友,3179.19
566732,7954204,5,0.5441115687441839,太平鸟商务衬衫 白色 L码,服装鞋帽,太平鸟,429.08
174870,6390460,1,0.8531203272068532,伊利纯牛奶 250ml*24盒,食品饮料,伊利,86.37
174870,4605552,2,0.596790046550852,海尔空调KFR-72LW/08LCA81U1,家用电器,海尔,6158.56
174870,4004170,3,0.5579610553665123,海尔冰箱BCD-478WDPD,家用电器,海尔,5326.21
174870,6770816,4,0.4388240293275379,顾家真皮沙发 3人位 黑色,家居用品,顾家,10064.02
174870,1755134,5,0.42307893579087824,可口可乐零度可乐 330ml*24罐,食品饮料,可口可乐,77.52
419149,9213213,1,0.6963517427484357,蒙牛早餐奶 250ml*16盒,食品饮料,蒙牛,87.16
419149,7088888,2,0.6314317220838399,顾家餐桌 1.4m 原木色,家居用品,顾家,3672.27
419149,4893768,3,0.5927876066256768,森马商务衬衫 红色 M码,服装鞋帽,森马,160.67
419149,5954090,4,0.49344630591273525,华硕天选4 i7/16GB/1TB,电子产品,华硕,2346.39
419149,4166112,5,0.44484409230270694,全友板式床 1.5m 棕色,家居用品,全友,3824.76
499226,4004170,1,0.6100715273370295,海尔冰箱BCD-478WDPD,家用电器,海尔,5326.21
499226,3335552,2,0.5824690363082794,索菲亚餐椅 原木色,家居用品,索菲亚,320.84
499226,5708649,3,0.5701101773012681,欧莱雅精华液 30ml,美妆护肤,欧莱雅,1814.26
499226,4083974,4,0.5691009518278997,小米Pad 6 Pro 8GB/256GB,电子产品,小米,5115.64
499226,7960554,5,0.5662799450501715,荣耀Magic6 128GB 黑色,电子产品,荣耀,3311.19
794022,7149676,1,0.5839455370262128,优衣库外套 轻型羽绒 灰色 XXL码,服装鞋帽,优衣库,716.77
794022,8005001,2,0.5730892913478745,耐克运动鞋 Air Max 270 白色 42码,服装鞋帽,耐克,774.31
794022,5551267,3,0.567223622264155,伊利金典 250ml*12盒,食品饮料,伊利,95.96
794022,8569010,4,0.5474872212187586,蒙牛特仑苏 250ml*12盒,食品饮料,蒙牛,44.26
794022,3739556,5,0.5307800857394726,李宁运动鞋 超轻20 红色 40码,服装鞋帽,李宁,570.87
428122,274404,1,0.6235864874811535,方太洗碗机JBSD2T-X1S,家用电器,方太,775.68
428122,1041272,2,0.6181983227658158,百事七喜 330ml*24罐,食品饮料,伊利,22.71
428122,1599816,3,0.5928211555552636,美的电视85Q10G Pro,家用电器,美的,1259.4
428122,4764666,4,0.5856153234165309,百事纯水乐 550ml*24瓶,食品饮料,蒙牛,71.15
428122,3739556,5,0.5012634225778496,李宁运动鞋 超轻20 红色 40码,服装鞋帽,李宁,570.87
587282,8359777,1,0.5978967843362819,安踏运动袜 3双装 黄色 XL码,服装鞋帽,安踏,97.74
587282,7755662,2,0.5892572629161846,雅诗兰黛红石榴面霜 50ml,美妆护肤,雅诗兰黛,972.88
587282,9362627,3,0.572634711525961,方太集成灶X1系列,家用电器,方太,734.0
587282,213997,4,0.570665461465177,VIVOX100 256GB 蓝色,电子产品,VIVO,6667.81
587282,1660574,5,0.5633356158717531,耐克运动袜 3双装 红色 XL码,服装鞋帽,耐克,399.74
345884,1660574,1,0.6585992289147553,耐克运动袜 3双装 红色 XL码,服装鞋帽,耐克,399.74
345884,5363058,2,0.6402459621956902,西门子洗衣机WM14U561HW,家用电器,西门子,5062.98
345884,4605552,3,0.5965491008958006,海尔空调KFR-72LW/08LCA81U1,家用电器,海尔,6158.56
345884,8455672,4,0.5896744826494137,雅诗兰黛DW粉底液 象牙白 30ml,美妆护肤,雅诗兰黛,393.31
345884,9362627,5,0.5218450282140259,方太集成灶X1系列,家用电器,方太,734.0
617904,4004170,1,0.8537470171741292,海尔冰箱BCD-478WDPD,家用电器,海尔,5326.21
617904,7755662,2,0.671387719260252,雅诗兰黛红石榴面霜 50ml,美妆护肤,雅诗兰黛,972.88
617904,1988867,3,0.6618161815079913,荣耀Magic6 Pro 512GB 紫色,电子产品,荣耀,2037.51
617904,3117428,4,0.6099132436632538,老板集成灶YKW-200-JZ,家用电器,老板,4661.4
617904,1599816,5,0.5721073910696026,美的电视85Q10G Pro,家用电器,美的,1259.4
552855,5876807,1,0.7591875613553186,欧派布艺沙发 3人位 白色,家居用品,欧派,4397.9
552855,1017947,2,0.7125440020247165,格力变频冰箱 BCD-520WPQC,家用电器,格力,7436.6
552855,4166112,3,0.6540498695262182,全友板式床 1.5m 棕色,家居用品,全友,3824.76
552855,7423681,4,0.597392904633672,全友餐桌 1.2m 灰色,家居用品,全友,2649.18
552855,5551267,5,0.5461686310851691,伊利金典 250ml*12盒,食品饮料,伊利,95.96
378258,2288023,1,0.5834069595277431,森马休闲外套 棕色 XL码,服装鞋帽,森马,605.03
378258,6448942,2,0.5699940397190296,伊利QQ星 125ml*20盒,食品饮料,伊利,26.02
378258,265553,3,0.5485804823577799,兰蔻菁纯口红 正红色,美妆护肤,兰蔻,246.61
378258,7755662,4,0.5184899579668205,雅诗兰黛红石榴面霜 50ml,美妆护肤,雅诗兰黛,972.88
378258,4004170,5,0.4527338096439825,海尔冰箱BCD-478WDPD,家用电器,海尔,5326.21
102973,7954204,1,0.8418538338942907,太平鸟商务衬衫 白色 L码,服装鞋帽,太平鸟,429.08
102973,2654249,2,0.7792271909095407,老板集成灶S2系列,家用电器,老板,3723.78
102973,9338792,3,0.5659277011696184,优衣库T恤 圆领纯棉 黑色 M码,服装鞋帽,优衣库,227.12
